level1	level2	level3	level4	level5	level6	freq
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-BUTYRIC_ACID_BIOSYNTHESIS	tesA	2
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-BUTYRIC_ACID_BIOSYNTHESIS	ybgC	4
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-CITRIC_ACID_BIOSYNTHESIS	CS|gltA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-CITRIC_ACID_BIOSYNTHESIS	acnA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-CITRIC_ACID_TRANSPORT	TC_CITMHS|CitMHS_family|citN	6
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-CITRIC_ACID_TRANSPORT	citS	4
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-FORMIC_ACID_BIOSYNTHESIS	frc|yfdW	2
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-FUMARIC_ACID_BIOSYNTHESIS	hpaF	5
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-FUMARIC_ACID_BIOSYNTHESIS	nagK	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-FUMARIC_ACID_BIOSYNTHESIS	sdhA|frdA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-FUMARIC_ACID_BIOSYNTHESIS	sdhB|frdB	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-FUMARIC_ACID_BIOSYNTHESIS	sdhC|frdC	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-FUMARIC_ACID_TRANSPORT	dctA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-GALACTONIC_ACID_TRANSPORT	dgoT	3
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-GLUCONIC_ACID-PQQ_PATHWAY	argD|pqqI	2
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-GLUCONIC_ACID-PQQ_PATHWAY	pqqD	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-GLUCONIC_ACID-PQQ_PATHWAY	pqqL|yddC	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-GLUCONIC_ACID_TRANSPORT	TC_GNTP	3
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-GLYCOLIC_ACID_BIOSYNTHESIS	gph	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-GLYCOLIC_ACID_BIOSYNTHESIS	rbcL|cbbL	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-GLYOXYLIC_ACID_BIOSYNTHESIS	aceA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-KETO-GLUCONATE_BIOSYNTHESIS	ghrB	2
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-KETOGLUTARIC_ACID_BIOSYNTHESIS	icd	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-LACTIC_ACID_BIOSYNTHESIS	gloB|gloC	5
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-LACTIC_ACID_BIOSYNTHESIS	lra6	2
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-LACTIC_ACID_BIOSYNTHESIS	mgsA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-LACTIC_ACID_TRANSPORT	lctP	3
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-MALIC_ACID_BIOSYNTHESIS	fumA|fumB	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-MALIC_ACID_BIOSYNTHESIS	fumC	2
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-MALIC_ACID_BIOSYNTHESIS	maeA|sfcA|ywkA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-MALIC_ACID_BIOSYNTHESIS	mdh	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-MALIC_ACID_BIOSYNTHESIS	mqo	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-MALIC_ACID_TRANSPORT	dctA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-MALONIC_ACID_BIOSYNTHESIS	accA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-MALONIC_ACID_BIOSYNTHESIS	accB|bccP	2
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-MALONIC_ACID_BIOSYNTHESIS	accC	2
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-MALONIC_ACID_BIOSYNTHESIS	accD	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-MALONIC_ACID_BIOSYNTHESIS	pccB	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-OXALACETIC_ACID_BIOSYNTHESIS	aceB|glcB	3
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-OXALACETIC_ACID_BIOSYNTHESIS	mdh	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-OXALACETIC_ACID_BIOSYNTHESIS	mqo	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-OXALACETIC_ACID_BIOSYNTHESIS	pckA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-OXALACETIC_ACID_BIOSYNTHESIS	pyc	2
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-OXALACETIC_ACID_TRANSPORT	dctA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-PROPIONIC_ACID_BIOSYNTHESIS	ackA	2
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-PROPIONIC_ACID_BIOSYNTHESIS	acs	3
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-PROPIONIC_ACID_BIOSYNTHESIS	acuI|yhdH	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-PROPIONIC_ACID_BIOSYNTHESIS	bcd	6
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-PROPIONIC_ACID_BIOSYNTHESIS	mmdA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-PROPIONIC_ACID_BIOSYNTHESIS	mmsA|iolA	2
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-PROPIONIC_ACID_BIOSYNTHESIS	pta	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	cuyA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	dapA|mosA	3
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	dat	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	dgaF	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	dld	6
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	dsdA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	eda	2
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	hpaF	5
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	ilvA|tdcB	2
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	ligK|galC	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	maeA|sfcA|ywkA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	mccB	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	metC	3
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	mhpE	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	nagK	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	patB|malY	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	ptsI	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	pyk	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	sdaA|sdaB|tdcG	5
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	sseA	2
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	tpav|bioA|yhxA	2
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	ttuC|dmlA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-PYRUVIC_ACID_BIOSYNTHESIS	yjhH|yagE	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-SUCCINIC_ACID_ACID_BIOSYNTHESIS	aarC|cat1	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-SUCCINIC_ACID_ACID_BIOSYNTHESIS	aceA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-SUCCINIC_ACID_ACID_BIOSYNTHESIS	frdA	5
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-SUCCINIC_ACID_ACID_BIOSYNTHESIS	gabD	7
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-SUCCINIC_ACID_ACID_BIOSYNTHESIS	hpaI|hpcH	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-SUCCINIC_ACID_ACID_BIOSYNTHESIS	icd	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-SUCCINIC_ACID_ACID_BIOSYNTHESIS	korA|oorA|oforA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-SUCCINIC_ACID_ACID_BIOSYNTHESIS	korB|oorB|oforB	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-SUCCINIC_ACID_ACID_BIOSYNTHESIS	prpB	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-SUCCINIC_ACID_ACID_BIOSYNTHESIS	sucA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-SUCCINIC_ACID_ACID_BIOSYNTHESIS	sucB	2
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-SUCCINIC_ACID_ACID_BIOSYNTHESIS	sucD	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-SUCCINIC_ACID_ACID_TRANSPORT	dctA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-TARTARIC_ACID_BIOSYNTHESIS	ttuC|dmlA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-TARTARIC_ACID_TRANSPORT	dctA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-TARTARIC_ACID_TRANSPORT	ttuB	4
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-VALERIC_ACID_BIOSYNTHESIS	ilvD	2
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-VALERIC_ACID_BIOSYNTHESIS	paaF|echA	3
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-OTHER_ACID_METABOLISM	P-SOLUBILISATION-CARBONIC_ACID_BIOSYNTHESIS	GAMMACA_like	2
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-OTHER_ACID_METABOLISM	P-SOLUBILISATION-CARBONIC_ACID_BIOSYNTHESIS	cynT|can	2
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-OTHER_ACID_METABOLISM	P-SOLUBILISATION-NITRIC_ACID_BIOSYNTHESIS	nasA|nasC|narB	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-OTHER_ACID_METABOLISM	P-SOLUBILISATION-PHOSPHONATE_DEGRADATION	phnF	2
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-OTHER_ACID_METABOLISM	P-SOLUBILISATION-PHOSPHONATE_DEGRADATION	phnG	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-OTHER_ACID_METABOLISM	P-SOLUBILISATION-PHOSPHONATE_DEGRADATION	phnH	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-OTHER_ACID_METABOLISM	P-SOLUBILISATION-PHOSPHONATE_DEGRADATION	phnI	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-OTHER_ACID_METABOLISM	P-SOLUBILISATION-PHOSPHONATE_DEGRADATION	phnJ	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-OTHER_ACID_METABOLISM	P-SOLUBILISATION-PHOSPHONATE_DEGRADATION	phnK	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-OTHER_ACID_METABOLISM	P-SOLUBILISATION-PHOSPHONATE_DEGRADATION	phnL	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-OTHER_ACID_METABOLISM	P-SOLUBILISATION-PHOSPHONATE_DEGRADATION	phnO	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-OTHER_ACID_METABOLISM	P-SOLUBILISATION-PHOSPHONATE_DEGRADATION	phnP	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-OTHER_ACID_METABOLISM	P-SOLUBILISATION-PHOSPHONATE_DEGRADATION	phnW	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-OTHER_ACID_METABOLISM	P-SOLUBILISATION-PHOSPHONATE_DEGRADATION	phnX	2
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-OTHER_ACID_METABOLISM	P-SOLUBILISATION-PHOSPHONATE_TRANSPORT	phnC	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-OTHER_ACID_METABOLISM	P-SOLUBILISATION-PHOSPHONATE_TRANSPORT	phnD	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-OTHER_ACID_METABOLISM	P-SOLUBILISATION-PHOSPHONATE_TRANSPORT	phnE	2
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-OTHER_ACID_METABOLISM	P-SOLUBILISATION-SULFURIC_ACID_BIOSYNTHESIS	sat|met3	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-OTHER_ACID_METABOLISM	P-SOLUBILISATION-SULFURIC_ACID_BIOSYNTHESIS	sorA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-PHOSPHATASE_ACTIVITY	P-SOLUBILISATION-ALKALINE_PHOSPHATASE	phoA	5
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-PHOSPHATASE_ACTIVITY	P-SOLUBILISATION-ALKALINE_PHOSPHATASE	phoD	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-PHOSPHATASE_ACTIVITY	P-SOLUBILISATION-UNCHARACTERIZED_PHOSPHATASE	phoE	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-PHOSPHATE_METABOLISM	P-SOLUBILISATION-PHOSPAHTE_HOMEOSTASIS|REGULATION	phoH	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-PHOSPHATE_METABOLISM	P-SOLUBILISATION-PHOSPAHTE_HOMEOSTASIS|REGULATION	phoP|phoB1	4
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-PHOSPHATE_METABOLISM	P-SOLUBILISATION-PHOSPAHTE_HOMEOSTASIS|REGULATION	phoR	2
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-PHOSPHATE_METABOLISM	P-SOLUBILISATION-PHOSPAHTE_HOMEOSTASIS|REGULATION	regX3	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-PHOSPHATE_METABOLISM	P-SOLUBILISATION-PHOSPAHTE_HOMEOSTASIS|REGULATION	yciG|ymdF|gsiB	2
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-PHOSPHATE_METABOLISM	P-SOLUBILISATION-PHOSPAHTE_HOMEOSTASIS|REGULATION	yxiE	3
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-PHOSPHATE_METABOLISM	P-SOLUBILISATION-PHOSPHATE_TRANSPORT	TC_PIT	2
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-PHOSPHATE_METABOLISM	P-SOLUBILISATION-PHOSPHATE_TRANSPORT	phoU|phoY	2
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-PHOSPHATE_METABOLISM	P-SOLUBILISATION-PHOSPHATE_TRANSPORT	pstA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-PHOSPHATE_METABOLISM	P-SOLUBILISATION-PHOSPHATE_TRANSPORT	pstB|phoT	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-PHOSPHATE_METABOLISM	P-SOLUBILISATION-PHOSPHATE_TRANSPORT	pstC|phoW	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-PHOSPHATE_METABOLISM	P-SOLUBILISATION-PHOSPHATE_TRANSPORT	pstS|phoS	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-PHOSPHATE_METABOLISM	P-SOLUBILISATION-PHOSPHATE_TRANSPORT	yjbB	1
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILISATION-OTHER_ACID_METABOLISMS	K-SOLUBILISATION-CARBONIC_ACID_BIOSYNTHESIS	GAMMACA_like	2
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILISATION-OTHER_ACID_METABOLISMS	K-SOLUBILISATION-CARBONIC_ACID_BIOSYNTHESIS	cynT|can	2
DIRECT EFFECTS	BIO-FERTILIZATION	Potassium solubilization	K-SOLUBILISATION-OTHER_ACID_METABOLISMS	K-SOLUBILISATION-NITRIC_ACID_BIOSYNTHESIS	nasA|nasC|narB	1
